"State","County","Year","Days with AQI","Good Days","Moderate Days","Unhealthy for Sensitive Groups Days","Unhealthy Days","Very Unhealthy Days","Hazardous Days","Max AQI","90th Percentile AQI","Median AQI","Days CO","Days NO2","Days Ozone","Days SO2","Days PM2.5","Days PM10"
"Alabama","Baldwin",2016,279,247,32,0,0,0,0,87,51,37,0,0,219,0,60,0
"Alabama","Clay",2016,116,109,7,0,0,0,0,56,45,30,0,0,0,0,116,0
"Alabama","Colbert",2016,282,258,23,1,0,0,0,115,50,38,0,0,214,0,68,0
"Alabama","DeKalb",2016,348,304,43,1,0,0,0,119,54,40,0,0,319,0,29,0
"Alabama","Elmore",2016,117,107,10,0,0,0,0,77,48,40,0,0,117,0,0,0
"Alabama","Etowah",2016,352,162,184,3,3,0,0,179,67,52,0,0,101,0,251,0
"Alabama","Houston",2016,280,265,15,0,0,0,0,97,48,35,0,0,213,0,67,0
"Alabama","Jefferson",2016,366,190,166,8,1,1,0,271,77,50,0,11,142,1,209,3
"Alabama","Lawrence",2016,48,47,1,0,0,0,0,58,37,21,0,0,0,0,48,0
"Alabama","Madison",2016,337,284,52,1,0,0,0,122,55,40,0,0,233,0,47,57
"Alabama","Mobile",2016,366,277,87,2,0,0,0,139,58,41,0,0,124,9,233,0
"Alabama","Montgomery",2016,363,285,76,1,1,0,0,170,58,42,0,0,161,0,202,0
"Alabama","Morgan",2016,365,304,59,2,0,0,0,107,55,40,0,0,205,0,160,0
"Alabama","Russell",2016,257,192,65,0,0,0,0,100,61,43,0,0,173,0,84,0
"Alabama","Shelby",2016,244,205,35,4,0,0,0,133,61,41,0,0,244,0,0,0
"Alabama","Sumter",2016,336,315,21,0,0,0,0,70,47,34,0,0,183,0,153,0
"Alabama","Talladega",2016,117,99,18,0,0,0,0,79,52,35,0,0,0,0,117,0
"Alabama","Tuscaloosa",2016,365,224,141,0,0,0,0,100,59,47,0,0,90,0,275,0
"Alaska","Aleutians East ",2016,48,48,0,0,0,0,0,26,17,8,0,0,0,0,48,0
"Alaska","Anchorage ",2016,361,288,73,0,0,0,0,90,59,31,0,0,0,0,225,136
"Alaska","Denali ",2016,356,355,1,0,0,0,0,54,41,33,0,0,356,0,0,0
"Alaska","Fairbanks North Star ",2016,366,213,94,35,24,0,0,180,126,37,0,3,133,1,212,17
"Alaska","Juneau ",2016,305,255,50,0,0,0,0,89,58,20,0,0,0,0,297,8
"Alaska","Kenai Peninsula ",2016,51,51,0,0,0,0,0,22,13,5,0,0,0,0,51,0
"Alaska","Matanuska-Susitna ",2016,366,298,64,4,0,0,0,128,61,33,0,0,244,0,92,30
"Arizona","Apache",2016,366,364,2,0,0,0,0,54,24,13,0,0,0,0,24,342
"Arizona","Cochise",2016,366,281,83,2,0,0,0,141,61,44,0,0,319,0,3,44
"Arizona","Coconino",2016,366,303,63,0,0,0,0,97,58,44,0,0,366,0,0,0
"Arizona","Gila",2016,366,83,136,120,27,0,0,200,138,85,0,0,79,263,0,24
"Arizona","La Paz",2016,365,294,70,1,0,0,0,101,67,41,0,0,289,3,37,36
"Arizona","Maricopa",2016,366,59,270,36,0,1,0,203,101,64,0,30,184,0,79,73
"Arizona","Mohave",2016,357,338,19,0,0,0,0,83,38,18,0,0,0,0,23,334
"Arizona","Navajo",2016,366,301,65,0,0,0,0,90,54,43,0,0,352,0,0,14
"Arizona","Pima",2016,366,201,161,4,0,0,0,119,74,49,0,0,240,0,15,111
"Arizona","Pinal",2016,366,76,237,46,5,1,0,1263,108,69,0,0,102,0,37,227
"Arizona","Santa Cruz",2016,363,260,102,0,1,0,0,191,62,38,0,0,0,0,212,151
"Arizona","Yavapai",2016,344,295,49,0,0,0,0,90,54,41,0,0,344,0,0,0
"Arizona","Yuma",2016,366,228,124,12,1,0,1,419,77,46,0,0,203,0,45,118
"Arkansas","Arkansas",2016,119,100,19,0,0,0,0,70,54,33,0,0,0,0,119,0
"Arkansas","Ashley",2016,118,102,16,0,0,0,0,68,52,34,0,0,0,0,118,0
"Arkansas","Clark",2016,355,351,4,0,0,0,0,54,45,34,0,0,355,0,0,0
"Arkansas","Crittenden",2016,366,314,49,2,1,0,0,159,54,39,0,17,303,0,46,0
"Arkansas","Garland",2016,119,97,22,0,0,0,0,67,53,36,0,0,0,0,119,0
"Arkansas","Jackson",2016,115,94,21,0,0,0,0,76,57,30,0,0,0,0,115,0
"Arkansas","Newton",2016,365,353,12,0,0,0,0,90,46,36,0,0,363,0,2,0
"Arkansas","Polk",2016,365,318,47,0,0,0,0,87,52,40,0,0,324,0,41,0
"Arkansas","Pulaski",2016,366,257,109,0,0,0,0,100,60,44,0,4,163,0,199,0
"Arkansas","Union",2016,366,341,24,0,1,0,0,158,46,4,0,0,0,246,120,0
"Arkansas","Washington",2016,366,338,28,0,0,0,0,77,49,38,0,0,323,0,43,0
"California","Alameda",2016,366,239,112,13,2,0,0,154,74,44,0,9,207,0,150,0
"California","Alpine",2016,24,22,2,0,0,0,0,65,47,22,0,0,0,0,24,0
"California","Amador",2016,366,304,57,5,0,0,0,115,64,37,0,0,366,0,0,0
"California","Butte",2016,366,169,181,16,0,0,0,127,86,52,0,0,193,0,173,0
"California","Calaveras",2016,366,232,112,22,0,0,0,150,87,44,0,0,276,0,89,1
"California","Colusa",2016,366,271,95,0,0,0,0,94,64,43,0,0,243,0,103,20
"California","Contra Costa",2016,366,287,76,3,0,0,0,143,59,40,0,0,219,0,147,0
"California","Del Norte",2016,49,49,0,0,0,0,0,36,31,13,0,0,0,0,49,0
"California","El Dorado",2016,366,222,101,31,12,0,0,172,105,45,0,0,365,0,1,0
"California","Fresno",2016,366,92,169,80,25,0,0,190,140,74,0,1,211,0,139,15
"California","Glenn",2016,362,259,103,0,0,0,0,91,61,43,0,0,196,0,158,8
"California","Humboldt",2016,366,357,9,0,0,0,0,68,41,32,0,1,312,0,34,19
"California","Imperial",2016,366,105,219,38,4,0,0,166,105,60,0,2,142,0,100,122
"California","Inyo",2016,366,244,99,15,4,1,3,426,87,44,0,0,310,0,18,38
"California","Kern",2016,366,70,180,102,14,0,0,169,136,80,0,0,231,0,128,7
"California","Kings",2016,366,85,207,71,3,0,0,156,115,70,0,0,182,0,135,49
"California","Lake",2016,364,357,7,0,0,0,0,74,44,33,0,0,362,0,2,0
"California","Los Angeles",2016,366,32,230,81,20,3,0,210,134,75,0,32,172,0,160,2
"California","Madera",2016,366,123,193,47,3,0,0,156,105,59,0,0,212,0,139,15
"California","Marin",2016,366,339,27,0,0,0,0,90,47,32,0,11,217,0,138,0
"California","Mariposa",2016,366,219,127,19,1,0,0,159,93,46,0,0,268,0,84,14
"California","Mendocino",2016,364,334,30,0,0,0,0,66,45,33,0,0,181,0,181,2
"California","Merced",2016,366,158,173,33,2,0,0,151,100,53,0,0,222,0,142,2
"California","Mono",2016,366,314,19,3,6,0,3,6403,62,17,0,0,0,0,6,360
"California","Monterey",2016,366,325,30,3,8,0,0,176,52,36,0,0,248,0,73,45
"California","Napa",2016,366,296,70,0,0,0,0,90,56,37,0,1,160,0,204,1
"California","Nevada",2016,366,235,86,40,5,0,0,179,101,44,0,0,358,0,8,0
"California","Orange",2016,366,150,201,13,2,0,0,169,87,54,0,26,169,0,170,1
"California","Placer",2016,366,205,126,30,5,0,0,185,97,48,0,0,286,0,80,0
"California","Plumas",2016,355,250,94,10,1,0,0,152,73,32,0,0,0,0,355,0
"California","Riverside",2016,366,44,193,86,37,4,2,389,154,82,0,0,204,0,104,58
"California","Sacramento",2016,366,187,138,34,7,0,0,172,101,49,0,1,220,0,145,0
"California","San Benito",2016,366,305,56,5,0,0,0,126,61,38,0,0,352,0,14,0
"California","San Bernardino",2016,366,28,200,78,48,12,0,217,172,83,0,32,205,0,120,9
"California","San Diego",2016,366,69,255,40,2,0,0,164,105,66,0,4,220,0,142,0
"California","San Francisco",2016,365,310,55,0,0,0,0,67,53,36,0,43,151,0,171,0
"California","San Joaquin",2016,366,138,202,25,1,0,0,166,93,55,0,1,140,0,221,4
"California","San Luis Obispo",2016,366,177,180,8,1,0,0,156,84,51,0,0,247,0,85,34
"California","San Mateo",2016,365,302,63,0,0,0,0,67,54,37,0,22,117,0,226,0
"California","Santa Barbara",2016,366,264,90,9,2,0,1,315,67,44,0,0,250,0,79,37
"California","Santa Clara",2016,366,272,93,1,0,0,0,101,61,40,0,14,179,0,173,0
"California","Santa Cruz",2016,366,347,19,0,0,0,0,72,45,32,0,0,245,0,121,0
"California","Shasta",2016,366,298,54,14,0,0,0,140,74,41,0,0,362,0,4,0
"California","Siskiyou",2016,362,357,5,0,0,0,0,93,43,27,0,0,344,0,18,0
"California","Solano",2016,366,278,86,2,0,0,0,105,62,40,0,3,204,0,159,0
"California","Sonoma",2016,366,348,18,0,0,0,0,87,44,32,0,0,294,0,69,3
"California","Stanislaus",2016,366,147,176,40,3,0,0,164,103,55,0,0,196,0,164,6
"California","Sutter",2016,366,166,168,32,0,0,0,147,97,53,0,0,200,0,166,0
"California","Tehama",2016,366,226,98,37,5,0,0,174,108,44,0,0,322,0,43,1
"California","Trinity",2016,167,116,51,0,0,0,0,96,70,38,0,0,0,0,167,0
"California","Tulare",2016,366,80,162,102,22,0,0,177,145,77,0,0,221,0,138,7
"California","Tuolumne",2016,354,223,86,38,7,0,0,164,108,44,0,0,354,0,0,0
"California","Ventura",2016,366,173,184,9,0,0,0,147,84,51,0,0,226,0,133,7
"California","Yolo",2016,366,293,69,4,0,0,0,115,61,40,0,1,272,0,92,1
"Colorado","Adams",2016,366,263,102,1,0,0,0,105,64,44,0,86,183,2,57,38
"Colorado","Alamosa",2016,357,351,4,1,0,1,0,271,31,18,0,0,0,0,2,355
"Colorado","Arapahoe",2016,366,267,93,6,0,0,0,119,71,44,0,0,357,0,9,0
"Colorado","Archuleta",2016,347,343,4,0,0,0,0,82,31,17,0,0,0,0,0,347
"Colorado","Boulder",2016,204,190,14,0,0,0,0,97,48,35,0,0,106,0,82,16
"Colorado","Clear Creek",2016,241,199,41,1,0,0,0,108,54,46,0,0,241,0,0,0
"Colorado","Delta",2016,119,117,2,0,0,0,0,64,31,16,0,0,0,0,0,119
"Colorado","Denver",2016,366,165,197,4,0,0,0,112,73,52,0,171,120,1,71,3
"Colorado","Douglas",2016,362,253,93,15,1,0,0,151,80,44,0,0,353,0,9,0
"Colorado","El Paso",2016,366,263,101,2,0,0,0,126,71,45,0,0,326,16,24,0
"Colorado","Fremont",2016,52,52,0,0,0,0,0,50,24,14,0,0,0,0,0,52
"Colorado","Garfield",2016,366,328,38,0,0,0,0,84,51,42,0,7,354,0,4,1
"Colorado","Gunnison",2016,366,322,44,0,0,0,0,87,51,43,0,0,341,0,0,25
"Colorado","Jackson",2016,48,48,0,0,0,0,0,16,7,4,0,0,0,0,48,0
"Colorado","Jefferson",2016,366,245,101,17,3,0,0,159,87,46,0,0,366,0,0,0
"Colorado","La Plata",2016,366,251,107,8,0,0,0,122,80,46,0,1,359,0,3,3
"Colorado","Larimer",2016,366,197,161,7,1,0,0,151,80,50,0,0,313,0,51,2
"Colorado","Mesa",2016,366,276,89,1,0,0,0,102,61,44,0,0,293,0,73,0
"Colorado","Moffat",2016,345,316,29,0,0,0,0,67,50,41,0,0,345,0,0,0
"Colorado","Montezuma",2016,366,286,80,0,0,0,0,97,64,44,0,0,366,0,0,0
"Colorado","Montrose",2016,253,236,17,0,0,0,0,84,49,40,0,0,253,0,0,0
"Colorado","Park",2016,359,309,50,0,0,0,0,97,58,44,0,1,351,0,6,1
"Colorado","Pitkin",2016,120,120,0,0,0,0,0,44,23,12,0,0,0,0,14,106
"Colorado","Prowers",2016,357,350,6,1,0,0,0,115,34,17,0,0,0,0,0,357
"Colorado","Pueblo",2016,128,126,2,0,0,0,0,64,35,20,0,0,0,0,76,52
"Colorado","Rio Blanco",2016,366,327,39,0,0,0,0,90,51,43,0,0,336,0,30,0
"Colorado","Routt",2016,352,343,9,0,0,0,0,60,26,15,0,0,0,0,0,352
"Colorado","San Juan",2016,50,50,0,0,0,0,0,19,13,4,0,0,0,0,50,0
"Colorado","San Miguel",2016,119,114,5,0,0,0,0,63,34,12,0,0,0,0,0,119
"Colorado","Weld",2016,365,257,105,3,0,0,0,129,67,44,0,0,269,0,95,1
"Connecticut","Fairfield",2016,366,223,120,16,7,0,0,185,87,45,0,0,163,0,203,0
"Connecticut","Hartford",2016,366,268,91,6,1,0,0,169,65,41,0,57,158,0,151,0
"Connecticut","Litchfield",2016,365,307,50,7,1,0,0,164,61,38,0,0,332,0,33,0
"Connecticut","Middlesex",2016,174,125,36,11,2,0,0,187,97,44,0,0,174,0,0,0
"Connecticut","New Haven",2016,366,256,96,11,3,0,0,164,73,44,0,24,215,0,127,0
"Connecticut","New London",2016,357,306,41,9,1,0,0,154,58,34,0,0,178,0,179,0
"Connecticut","Tolland",2016,176,144,27,5,0,0,0,140,71,41,0,0,176,0,0,0
"Connecticut","Windham",2016,358,331,23,3,1,0,0,154,48,35,0,0,358,0,0,0
"Country Of Mexico","BAJA CALIFORNIA NORTE",2016,276,61,161,43,11,0,0,194,126,63,0,0,0,0,218,58
"Delaware","Kent",2016,364,300,62,2,0,0,0,136,61,39,0,0,287,0,77,0
"Delaware","New Castle",2016,366,238,118,9,1,0,0,154,74,44,0,9,216,1,140,0
"Delaware","Sussex",2016,366,290,73,3,0,0,0,129,61,41,0,0,298,0,68,0
"District Of Columbia","District of Columbia",2016,366,211,148,7,0,0,0,129,68,47,0,25,164,0,177,0
"Florida","Alachua",2016,360,321,38,1,0,0,0,101,51,37,0,0,214,0,146,0
"Florida","Baker",2016,358,334,24,0,0,0,0,80,47,34,0,0,358,0,0,0
"Florida","Bay",2016,366,328,38,0,0,0,0,87,51,38,0,0,255,0,111,0
"Florida","Brevard",2016,366,332,34,0,0,0,0,84,50,39,0,0,278,0,88,0
"Florida","Broward",2016,361,295,66,0,0,0,0,93,55,41,0,22,173,0,166,0
"Florida","Citrus",2016,364,323,40,1,0,0,0,104,51,33,0,0,0,45,319,0
"Florida","Collier",2016,366,336,30,0,0,0,0,87,50,37,0,0,233,0,133,0
"Florida","Columbia",2016,345,283,62,0,0,0,0,90,58,38,0,0,217,0,128,0
"Florida","Duval",2016,366,266,100,0,0,0,0,97,60,42,0,1,204,3,158,0
"Florida","Escambia",2016,366,314,52,0,0,0,0,97,58,41,0,0,299,0,67,0
"Florida","Flagler",2016,362,346,16,0,0,0,0,74,46,35,0,0,362,0,0,0
"Florida","Hamilton",2016,268,241,27,0,0,0,0,71,51,33,0,0,0,0,268,0
"Florida","Highlands",2016,363,347,16,0,0,0,0,87,46,33,0,0,363,0,0,0
"Florida","Hillsborough",2016,365,257,102,5,1,0,0,154,67,44,0,0,214,15,136,0
"Florida","Holmes",2016,366,306,60,0,0,0,0,80,55,40,0,0,171,0,195,0
"Florida","Indian River",2016,340,316,24,0,0,0,0,84,48,39,0,0,340,0,0,0
"Florida","Lake",2016,334,299,34,1,0,0,0,115,51,37,0,0,334,0,0,0
"Florida","Lee",2016,366,324,41,1,0,0,0,105,51,38,0,0,249,0,116,1
"Florida","Leon",2016,361,297,64,0,0,0,0,84,55,40,0,0,164,0,197,0
"Florida","Liberty",2016,342,333,9,0,0,0,0,67,45,33,0,0,342,0,0,0
"Florida","Manatee",2016,366,343,23,0,0,0,0,87,49,36,0,0,366,0,0,0
"Florida","Marion",2016,366,324,41,1,0,0,0,105,52,38,0,0,223,0,143,0
"Florida","Martin",2016,363,327,36,0,0,0,0,87,50,38,0,0,234,0,129,0
"Florida","Miami-Dade",2016,359,259,97,3,0,0,0,144,64,43,0,2,123,0,234,0
"Florida","Nassau",2016,336,310,26,0,0,0,0,84,49,31,0,0,0,111,225,0
"Florida","Okaloosa",2016,366,346,20,0,0,0,0,71,47,36,0,0,357,0,0,9
"Florida","Orange",2016,366,293,73,0,0,0,0,97,58,40,0,10,209,0,147,0
"Florida","Osceola",2016,366,342,24,0,0,0,0,90,49,35,0,0,366,0,0,0
"Florida","Palm Beach",2016,359,268,88,2,1,0,0,164,58,41,0,0,131,0,151,77
"Florida","Pasco",2016,366,328,37,1,0,0,0,105,51,37,0,0,366,0,0,0
"Florida","Pinellas",2016,366,315,51,0,0,0,0,97,54,40,0,0,234,0,132,0
"Florida","Polk",2016,366,320,46,0,0,0,0,90,53,39,0,0,235,2,129,0
"Florida","Putnam",2016,366,366,0,0,0,0,0,45,24,14,0,0,0,14,0,352
"Florida","Santa Rosa",2016,366,324,42,0,0,0,0,80,51,38,0,0,243,0,123,0
"Florida","Sarasota",2016,366,300,66,0,0,0,0,97,54,40,0,0,209,0,157,0
"Florida","Seminole",2016,365,330,35,0,0,0,0,87,50,38,0,0,337,0,21,7
"Florida","St. Lucie",2016,329,309,20,0,0,0,0,93,48,37,0,0,329,0,0,0
"Florida","Volusia",2016,359,317,42,0,0,0,0,89,51,38,0,0,244,0,115,0
"Florida","Wakulla",2016,335,292,41,1,1,0,0,175,54,37,4,0,231,0,100,0
"Georgia","Bibb",2016,366,267,94,5,0,0,0,147,63,42,0,0,138,1,227,0
"Georgia","Charlton",2016,49,45,4,0,0,0,0,64,46,25,0,0,0,0,49,0
"Georgia","Chatham",2016,366,304,59,3,0,0,0,143,55,39,0,0,126,40,200,0
"Georgia","Chattooga",2016,242,217,25,0,0,0,0,93,51,42,0,0,242,0,0,0
"Georgia","Clarke",2016,362,295,61,4,2,0,0,162,61,40,0,0,187,0,175,0
"Georgia","Clayton",2016,121,98,22,1,0,0,0,145,54,34,0,0,0,0,121,0
"Georgia","Cobb",2016,351,244,103,3,1,0,0,200,64,44,0,0,171,0,180,0
"Georgia","Coffee",2016,23,21,2,0,0,0,0,51,47,35,0,0,0,0,23,0
"Georgia","Columbia",2016,243,217,26,0,0,0,0,93,51,40,0,0,243,0,0,0
"Georgia","Coweta",2016,366,303,62,0,1,0,0,154,57,39,0,0,171,0,195,0
"Georgia","Dawson",2016,244,216,26,2,0,0,0,126,51,42,0,0,244,0,0,0
"Georgia","DeKalb",2016,366,174,183,8,1,0,0,151,72,51,0,19,120,1,226,0
"Georgia","Dougherty",2016,363,263,100,0,0,0,0,93,59,36,0,0,0,0,363,0
"Georgia","Douglas",2016,245,196,42,6,1,0,0,151,67,43,0,0,245,0,0,0
"Georgia","Floyd",2016,366,287,78,1,0,0,0,102,57,35,0,0,0,57,309,0
"Georgia","Fulton",2016,366,201,152,12,1,0,0,156,71,48,0,20,98,1,247,0
"Georgia","Glynn",2016,343,314,27,2,0,0,0,129,49,35,0,0,170,0,173,0
"Georgia","Gwinnett",2016,365,284,72,9,0,0,0,147,64,42,0,0,198,0,167,0
"Georgia","Hall",2016,119,103,14,1,1,0,0,155,52,30,0,0,0,0,119,0
"Georgia","Henry",2016,365,290,66,8,1,0,0,159,64,40,0,0,194,0,171,0
"Georgia","Houston",2016,352,306,44,2,0,0,0,107,53,33,0,0,0,0,352,0
"Georgia","Lowndes",2016,327,276,51,0,0,0,0,74,54,33,0,0,0,0,327,0
"Georgia","Murray",2016,261,220,40,1,0,0,0,112,58,44,0,0,242,0,19,0
"Georgia","Muscogee",2016,360,281,74,5,0,0,0,148,58,40,0,0,169,0,191,0
"Georgia","Paulding",2016,364,240,122,2,0,0,0,126,62,44,0,0,120,0,244,0
"Georgia","Pike",2016,339,290,45,4,0,0,0,126,58,40,0,0,339,0,0,0
"Georgia","Richmond",2016,365,272,87,4,2,0,0,162,61,40,0,0,137,32,196,0
"Georgia","Rockdale",2016,240,179,52,9,0,0,0,140,80,44,0,0,240,0,0,0
"Georgia","Sumter",2016,245,218,26,1,0,0,0,101,54,39,0,0,245,0,0,0
"Georgia","Walker",2016,348,267,78,0,3,0,0,174,57,38,0,0,0,0,348,0
"Georgia","Washington",2016,119,108,10,1,0,0,0,105,50,29,0,0,0,0,119,0
"Georgia","Wilkinson",2016,117,98,17,1,1,0,0,151,56,33,0,0,0,0,117,0
"Hawaii","Hawaii",2016,366,1,54,128,181,1,1,337,200,151,0,0,0,353,13,0
"Hawaii","Honolulu",2016,366,353,13,0,0,0,0,60,43,31,0,1,269,0,68,28
"Hawaii","Kauai",2016,358,356,2,0,0,0,0,54,28,14,0,56,0,4,298,0
"Hawaii","Maui",2016,366,348,17,1,0,0,0,130,39,21,0,0,0,0,366,0
"Idaho","Ada",2016,366,283,76,7,0,0,0,116,67,38,0,24,267,0,63,12
"Idaho","Bannock",2016,366,317,49,0,0,0,0,84,53,30,0,0,0,80,253,33
"Idaho","Benewah",2016,366,257,101,7,1,0,0,170,67,33,0,0,0,0,366,0
"Idaho","Blaine",2016,113,98,15,0,0,0,0,92,56,8,0,0,0,0,113,0
"Idaho","Boise",2016,363,309,48,5,1,0,0,155,59,29,0,0,0,0,363,0
"Idaho","Bonner",2016,366,337,29,0,0,0,0,81,46,20,0,0,0,0,317,49
"Idaho","Bonneville",2016,324,301,23,0,0,0,0,65,47,26,0,0,0,0,324,0
"Idaho","Butte",2016,361,348,13,0,0,0,0,67,48,39,0,0,361,0,0,0
"Idaho","Canyon",2016,366,256,106,4,0,0,0,117,63,38,0,0,0,0,351,15
"Idaho","Caribou",2016,357,355,2,0,0,0,0,59,23,3,0,0,0,357,0,0
"Idaho","Custer",2016,50,50,0,0,0,0,0,14,12,4,0,0,0,0,50,0
"Idaho","Franklin",2016,357,306,44,7,0,0,0,125,59,25,0,0,0,0,357,0
"Idaho","Idaho",2016,366,319,47,0,0,0,0,80,53,30,0,0,27,0,339,0
"Idaho","Jerome",2016,284,280,4,0,0,0,0,67,36,15,0,0,0,0,284,0
"Idaho","Kootenai",2016,351,325,26,0,0,0,0,83,47,22,0,0,0,0,351,0
"Idaho","Latah",2016,270,268,2,0,0,0,0,58,22,8,0,0,0,0,270,0
"Idaho","Lemhi",2016,364,230,105,26,3,0,0,158,97,38,0,0,0,0,364,0
"Idaho","Nez Perce",2016,366,328,36,2,0,0,0,141,51,23,0,0,0,0,366,0
"Idaho","Shoshone",2016,366,245,116,5,0,0,0,150,69,35,0,0,0,0,364,2
"Idaho","Twin Falls",2016,352,348,4,0,0,0,0,64,31,17,0,0,0,0,352,0
"Idaho","Valley",2016,348,327,21,0,0,0,0,88,41,13,0,0,0,0,348,0
"Illinois","Adams",2016,214,199,15,0,0,0,0,80,49,36,0,0,214,0,0,0
"Illinois","Champaign",2016,366,302,64,0,0,0,0,100,58,39,0,0,254,0,112,0
"Illinois","Clark",2016,203,175,27,1,0,0,0,101,54,38,0,0,203,0,0,0
"Illinois","Cook",2016,366,179,169,16,2,0,0,169,80,51,0,58,131,0,163,14
"Illinois","DuPage",2016,241,194,38,9,0,0,0,136,64,40,0,0,178,0,63,0
"Illinois","Effingham",2016,214,181,33,0,0,0,0,93,54,39,0,0,214,0,0,0
"Illinois","Hamilton",2016,285,227,58,0,0,0,0,100,61,39,0,0,170,0,115,0
"Illinois","Jersey",2016,295,234,56,5,0,0,0,150,63,40,0,0,182,0,113,0
"Illinois","Jo Daviess",2016,350,331,18,1,0,0,0,108,46,33,0,0,350,0,0,0
"Illinois","Kane",2016,359,306,45,8,0,0,0,140,55,35,0,0,308,0,51,0
"Illinois","La Salle",2016,350,350,0,0,0,0,0,36,6,1,0,0,0,350,0,0
"Illinois","Lake",2016,346,306,32,8,0,0,0,140,54,34,0,0,346,0,0,0
"Illinois","Macon",2016,366,293,72,1,0,0,0,123,60,41,0,0,171,29,166,0
"Illinois","Macoupin",2016,362,341,21,0,0,0,0,97,47,26,0,0,203,159,0,0
"Illinois","Madison",2016,366,241,116,9,0,0,0,129,70,44,0,0,200,1,164,1
"Illinois","McHenry",2016,362,307,49,6,0,0,0,129,54,37,0,0,212,0,150,0
"Illinois","McLean",2016,366,309,56,1,0,0,0,108,57,38,0,0,290,0,76,0
"Illinois","Monroe",2016,245,245,0,0,0,0,0,29,10,1,0,0,0,245,0,0
